172.23.72.194;2022-12-15 10:26:02.505990;0.000000000;0.000000000
172.23.72.194;2023-11-21 06:57:12.763951;Erro;Erro;
172.23.72.194;2023-11-21 06:57:43.440266;Erro;Erro;
172.23.72.194;2023-11-21 06:57:47.555912;Erro;Erro;
172.23.72.194;2023-11-21 06:58:16.231953;Erro;Erro;
172.23.72.194;2023-11-21 06:58:22.356180;Erro;Erro;
172.23.72.194;2023-11-21 06:58:51.039928;Erro;Erro;
172.23.72.194;2023-11-21 06:58:57.199914;Erro;Erro;
172.23.72.194;2023-11-21 06:59:27.888226;Erro;Erro;
172.23.72.194;2023-11-21 06:59:32.003915;Erro;Erro;
172.23.72.194;2023-11-21 07:00:00.671915;Erro;Erro;
172.23.72.194;2023-11-21 07:00:08.848385;Erro;Erro;
172.23.72.194;2023-11-21 07:00:37.528157;Erro;Erro;
172.23.72.194;2023-11-21 07:00:41.631905;Erro;Erro;
172.23.72.194;2023-11-21 07:01:12.340170;Erro;Erro;
172.23.72.194;2023-11-21 07:01:18.499878;Erro;Erro;
172.23.72.194;2023-11-21 07:01:47.171926;Erro;Erro;
172.23.72.194;2023-11-21 07:01:51.296058;Erro;Erro;
172.23.72.194;2023-11-21 07:02:21.975975;Erro;Erro;
172.23.72.194;2023-11-21 07:02:28.120146;Erro;Erro;
172.23.72.194;2023-11-21 07:02:56.784229;Erro;Erro;
172.23.72.194;2023-11-21 07:03:02.928282;Erro;Erro;
172.23.72.194;2023-11-21 07:03:31.611948;Erro;Erro;
172.23.72.194;2023-11-21 07:03:37.755956;Erro;Erro;
172.23.72.194;2023-11-21 07:04:06.420168;Erro;Erro;
172.23.72.194;2023-11-21 07:04:12.564166;Erro;Erro;
172.23.72.194;2023-11-21 07:04:41.232230;Erro;Erro;
172.23.72.194;2023-11-21 07:04:47.387927;Erro;Erro;
172.23.72.194;2023-11-21 07:05:16.071915;Erro;Erro;
172.23.72.194;2023-11-21 07:05:22.215907;Erro;Erro;
172.23.72.194;2023-11-21 07:05:50.879900;Erro;Erro;
172.23.72.194;2023-11-21 07:05:57.012173;Erro;Erro;
172.23.72.194;2023-11-21 07:06:25.695902;Erro;Erro;
172.23.72.194;2023-11-21 07:06:31.867926;Erro;Erro;
172.23.72.194;2023-11-21 07:07:00.496223;Erro;Erro;
172.23.72.194;2023-11-21 07:07:06.644222;Erro;Erro;
172.23.72.194;2023-11-21 07:07:37.360219;Erro;Erro;
172.23.72.194;2023-11-21 07:07:41.475907;Erro;Erro;
172.23.72.194;2023-11-21 07:08:12.187954;Erro;Erro;
172.23.72.194;2023-11-21 07:08:16.311947;Erro;Erro;
172.23.72.194;2023-11-21 07:08:47.000193;Erro;Erro;
172.23.72.194;2023-11-21 07:08:51.135937;Erro;Erro;
172.23.72.194;2023-11-21 07:09:21.843909;Erro;Erro;
172.23.72.194;2023-11-21 07:09:25.951953;Erro;Erro;
172.23.72.194;2023-11-21 07:09:56.635936;Erro;Erro;
172.23.72.194;2023-11-21 07:10:02.772172;Erro;Erro;
172.23.72.194;2023-11-21 07:10:31.444166;Erro;Erro;
172.23.72.194;2023-11-21 07:10:37.592160;Erro;Erro;
172.23.72.194;2023-11-21 07:11:06.264158;Erro;Erro;
172.23.72.194;2023-11-21 07:11:12.404171;Erro;Erro;
172.23.72.194;2023-11-21 07:11:41.083949;Erro;Erro;
172.23.72.194;2023-11-21 07:11:47.251933;Erro;Erro;
172.23.72.194;2023-11-21 07:12:15.903903;Erro;Erro;
172.23.72.194;2023-11-21 07:12:22.047895;Erro;Erro;
172.23.72.194;2023-11-21 07:12:52.756185;Erro;Erro;
172.23.72.194;2023-11-21 07:12:56.856236;Erro;Erro;
172.23.72.194;2023-11-21 07:13:25.547952;Erro;Erro;
172.23.72.194;2023-11-21 07:13:31.664290;Erro;Erro;
172.23.72.194;2023-11-21 07:14:02.399893;Erro;Erro;
172.23.72.194;2023-11-21 07:14:06.491925;Erro;Erro;
172.23.72.194;2023-11-21 07:14:37.200224;Erro;Erro;
172.23.72.194;2023-11-21 07:14:43.348169;Erro;Erro;
172.23.72.194;2023-11-21 07:15:12.027936;Erro;Erro;
172.23.72.194;2023-11-21 07:15:18.175904;Erro;Erro;
172.23.72.194;2023-11-21 07:15:46.840162;Erro;Erro;
172.23.72.194;2023-11-21 07:15:50.987970;Erro;Erro;
172.23.72.194;2023-11-21 07:16:21.656160;Erro;Erro;
172.23.72.194;2023-11-21 07:16:25.763890;Erro;Erro;
172.23.72.194;2023-11-21 07:16:56.475924;Erro;Erro;
172.23.72.194;2023-11-21 07:17:02.619939;Erro;Erro;
172.23.72.194;2023-11-21 07:17:31.280223;Erro;Erro;
172.23.72.194;2023-11-21 07:17:37.435942;Erro;Erro;
172.23.72.194;2023-11-21 07:18:06.115946;Erro;Erro;
172.23.72.194;2023-11-21 07:18:12.251945;Erro;Erro;
172.23.72.194;2023-11-21 07:18:40.935910;Erro;Erro;
172.23.72.194;2023-11-21 07:18:47.083919;Erro;Erro;
172.23.72.194;2023-11-21 07:19:15.739936;Erro;Erro;
172.23.72.194;2023-11-21 07:19:21.872334;Erro;Erro;
172.23.72.194;2023-11-21 07:19:50.555940;Erro;Erro;
172.23.72.194;2023-11-21 07:19:56.692147;Erro;Erro;
172.23.72.194;2023-11-21 07:20:25.375896;Erro;Erro;
172.23.72.194;2023-11-21 07:20:31.531946;Erro;Erro;
172.23.72.194;2023-11-21 07:21:02.255872;Erro;Erro;
172.23.72.194;2023-11-21 07:21:06.331945;Erro;Erro;
172.23.72.194;2023-11-21 07:21:35.015937;Erro;Erro;
172.23.72.194;2023-11-21 07:21:41.163943;Erro;Erro;
172.23.72.194;2023-11-21 07:22:11.856284;Erro;Erro;
172.23.72.194;2023-11-21 07:22:15.967902;Erro;Erro;
172.23.72.194;2023-11-21 07:22:46.672214;Erro;Erro;
172.23.72.194;2023-11-21 07:22:52.816378;Erro;Erro;
172.23.72.194;2023-11-21 07:23:21.496152;Erro;Erro;
172.23.72.194;2023-11-21 07:23:25.603912;Erro;Erro;
172.23.72.194;2023-11-21 07:23:56.312152;Erro;Erro;
172.23.72.194;2023-11-21 07:24:02.448300;Erro;Erro;
172.23.72.194;2023-11-21 07:24:31.131940;Erro;Erro;
172.23.72.194;2023-11-21 07:24:37.272033;Erro;Erro;
172.23.72.194;2023-11-21 07:25:05.940174;Erro;Erro;
172.23.72.194;2023-11-21 07:25:12.103893;Erro;Erro;
172.23.72.194;2023-11-21 07:25:40.756168;Erro;Erro;
172.23.72.194;2023-11-21 07:25:46.907932;Erro;Erro;
172.23.72.194;2023-11-21 07:26:15.587897;Erro;Erro;
172.23.72.194;2023-11-21 07:26:21.720159;Erro;Erro;
172.23.72.194;2023-11-21 07:26:50.395857;Erro;Erro;
172.23.72.194;2023-11-21 07:26:56.532175;Erro;Erro;
172.23.72.194;2023-11-21 07:27:25.215905;Erro;Erro;
172.23.72.194;2023-11-21 07:27:31.355947;Erro;Erro;
172.23.72.194;2023-11-21 07:28:00.035898;Erro;Erro;
172.23.72.194;2023-11-21 07:28:06.191944;Erro;Erro;
172.23.72.194;2023-11-21 07:28:34.851912;Erro;Erro;
172.23.72.194;2023-11-21 07:28:41.011956;Erro;Erro;
172.23.72.194;2023-11-21 07:29:09.663907;Erro;Erro;
172.23.72.194;2023-11-21 07:29:15.819924;Erro;Erro;
172.23.72.194;2023-11-21 07:29:44.475920;Erro;Erro;
172.23.72.194;2023-11-21 07:29:50.623901;Erro;Erro;
172.23.72.194;2023-11-21 07:30:21.332172;Erro;Erro;
172.23.72.194;2023-11-21 07:30:25.455899;Erro;Erro;
172.23.72.194;2023-11-21 07:30:56.152153;Erro;Erro;
172.23.72.194;2023-11-21 07:31:02.311910;Erro;Erro;
172.23.72.194;2023-11-21 07:31:30.960220;Erro;Erro;
172.23.72.194;2023-11-21 07:31:37.112167;Erro;Erro;
172.23.72.194;2023-11-21 07:32:05.780164;Erro;Erro;
172.23.72.194;2023-11-21 07:32:11.924172;Erro;Erro;
172.23.72.194;2023-11-21 07:32:40.600159;Erro;Erro;
172.23.72.194;2023-11-21 07:32:46.771733;Erro;Erro;
172.23.72.194;2023-11-21 07:33:15.423897;Erro;Erro;
172.23.72.194;2023-11-21 07:33:21.552323;Erro;Erro;
172.23.72.194;2023-11-21 07:33:50.235933;Erro;Erro;
172.23.72.194;2023-11-21 07:33:56.368282;Erro;Erro;
172.23.72.194;2023-11-21 07:34:25.044168;Erro;Erro;
172.23.72.194;2023-11-21 07:34:31.207902;Erro;Erro;
172.23.72.194;2023-11-21 07:34:59.857543;Erro;Erro;
172.23.72.194;2023-11-21 07:35:06.000316;Erro;Erro;
172.23.72.194;2023-11-21 07:35:34.687911;Erro;Erro;
172.23.72.194;2023-11-21 07:35:40.827743;Erro;Erro;
172.23.72.194;2023-11-21 07:36:09.492168;Erro;Erro;
172.23.72.194;2023-11-21 07:36:15.659958;Erro;Erro;
172.23.72.194;2023-11-21 07:36:44.323947;Erro;Erro;
172.23.72.194;2023-11-21 07:36:50.471915;Erro;Erro;
172.23.72.194;2023-11-21 07:37:21.168243;Erro;Erro;
172.23.72.194;2023-11-21 07:37:25.287889;Erro;Erro;
172.23.72.194;2023-11-21 07:37:55.992190;Erro;Erro;
172.23.72.194;2023-11-21 07:38:00.115923;Erro;Erro;
172.23.72.194;2023-11-21 07:38:30.808161;Erro;Erro;
172.23.72.194;2023-11-21 07:38:36.944280;Erro;Erro;
172.23.72.194;2023-11-21 07:39:05.616295;Erro;Erro;
172.23.72.194;2023-11-21 07:39:11.760297;Erro;Erro;
172.23.72.194;2023-11-21 07:39:40.432204;Erro;Erro;
172.23.72.194;2023-11-21 07:39:46.580121;Erro;Erro;
172.23.72.194;2023-11-21 07:40:15.256163;Erro;Erro;
172.23.72.194;2023-11-21 07:40:21.392279;Erro;Erro;
172.23.72.194;2023-11-21 07:40:50.079890;Erro;Erro;
172.23.72.194;2023-11-21 07:40:56.216161;Erro;Erro;
172.23.72.194;2023-11-21 07:41:24.892024;Erro;Erro;
172.23.72.194;2023-11-21 07:41:31.028167;Erro;Erro;
172.23.72.194;2023-11-21 07:41:59.715885;Erro;Erro;
172.23.72.194;2023-11-21 07:42:05.871896;Erro;Erro;
172.23.72.194;2023-11-21 07:42:34.535957;Erro;Erro;
172.23.72.194;2023-11-21 07:42:40.683936;Erro;Erro;
172.23.72.194;2023-11-21 07:43:09.343936;Erro;Erro;
172.23.72.194;2023-11-21 07:43:15.491917;Erro;Erro;
172.23.72.194;2023-11-21 07:43:46.192266;Erro;Erro;
172.23.72.194;2023-11-21 07:43:52.355899;Erro;Erro;
172.23.72.194;2023-11-21 07:44:21.023905;Erro;Erro;
172.23.72.194;2023-11-21 07:44:27.152312;Erro;Erro;
172.23.72.194;2023-11-21 07:44:55.832148;Erro;Erro;
172.23.72.194;2023-11-21 07:45:01.968342;Erro;Erro;
172.23.72.194;2023-11-21 07:45:30.640237;Erro;Erro;
172.23.72.194;2023-11-21 07:45:36.807892;Erro;Erro;
172.23.72.194;2023-11-21 07:46:05.471897;Erro;Erro;
172.23.72.194;2023-11-21 07:46:11.604169;Erro;Erro;
172.23.72.194;2023-11-21 07:46:40.307928;Erro;Erro;
172.23.72.194;2023-11-21 07:46:46.416352;Erro;Erro;
172.23.72.194;2023-11-21 07:47:15.111936;Erro;Erro;
172.23.72.194;2023-11-21 07:47:21.247898;Erro;Erro;
172.23.72.194;2023-11-21 07:47:49.927910;Erro;Erro;
172.23.72.194;2023-11-21 07:47:56.087918;Erro;Erro;
172.23.72.194;2023-11-21 07:48:24.735903;Erro;Erro;
172.23.72.194;2023-11-21 07:48:30.891946;Erro;Erro;
172.23.72.194;2023-11-21 07:48:59.551943;Erro;Erro;
172.23.72.194;2023-11-21 07:49:05.699888;Erro;Erro;
172.23.72.194;2023-11-21 07:49:36.400225;Erro;Erro;
172.23.72.194;2023-11-21 07:49:40.507973;Erro;Erro;
172.23.72.194;2023-11-21 07:50:11.220172;Erro;Erro;
172.23.72.194;2023-11-21 07:50:15.343991;Erro;Erro;
172.23.72.194;2023-11-21 07:50:46.032200;Erro;Erro;
172.23.72.194;2023-11-21 07:50:52.199897;Erro;Erro;
172.23.72.194;2023-11-21 07:51:20.859914;Erro;Erro;
172.23.72.194;2023-11-21 07:51:27.003935;Erro;Erro;
172.23.72.194;2023-11-21 07:51:55.679897;Erro;Erro;
172.23.72.194;2023-11-21 07:52:01.816145;Erro;Erro;
172.23.72.194;2023-11-21 07:52:30.495896;Erro;Erro;
172.23.72.194;2023-11-21 07:52:36.632163;Erro;Erro;
172.23.72.194;2023-11-21 07:53:07.344225;Erro;Erro;
172.23.72.194;2023-11-21 07:53:11.451955;Erro;Erro;
172.23.72.194;2023-11-21 07:53:42.164162;Erro;Erro;
172.23.72.194;2023-11-21 07:53:46.279937;Erro;Erro;
172.23.72.194;2023-11-21 07:54:16.980168;Erro;Erro;
172.23.72.194;2023-11-21 07:54:23.131943;Erro;Erro;
172.23.72.194;2023-11-21 07:54:51.800161;Erro;Erro;
172.23.72.194;2023-11-21 07:54:55.907909;Erro;Erro;
172.23.72.194;2023-11-21 07:55:26.608210;Erro;Erro;
172.23.72.194;2023-11-21 07:55:32.763945;Erro;Erro;
172.23.72.194;2023-11-21 07:56:01.432160;Erro;Erro;
172.23.72.194;2023-11-21 07:56:07.583909;Erro;Erro;
172.23.72.194;2023-11-21 07:56:36.251936;Erro;Erro;
172.23.72.194;2023-11-21 07:56:42.392162;Erro;Erro;
172.23.72.194;2023-11-21 07:57:11.064000;Erro;Erro;
172.23.72.194;2023-11-21 07:57:17.208164;Erro;Erro;
172.23.72.194;2023-11-21 07:57:45.887923;Erro;Erro;
172.23.72.194;2023-11-21 07:57:52.031994;Erro;Erro;
172.23.72.194;2023-11-21 07:58:20.711920;Erro;Erro;
172.23.72.194;2023-11-21 07:58:26.855937;Erro;Erro;
172.23.72.194;2023-11-21 07:58:57.556200;Erro;Erro;
172.23.72.194;2023-11-21 07:59:01.663907;Erro;Erro;
172.23.72.194;2023-11-21 07:59:32.372171;Erro;Erro;
172.23.72.194;2023-11-21 07:59:38.520161;Erro;Erro;
172.23.72.194;2023-11-21 08:00:07.188204;Erro;Erro;
172.23.72.194;2023-11-21 08:00:11.331931;Erro;Erro;
172.23.72.194;2023-11-21 08:00:42.004172;Erro;Erro;
172.23.72.194;2023-11-21 08:00:48.152146;Erro;Erro;
172.23.72.194;2023-11-21 08:01:16.827927;Erro;Erro;
172.23.72.194;2023-11-21 08:01:22.983997;Erro;Erro;
172.23.72.194;2023-11-21 08:01:51.655919;Erro;Erro;
172.23.72.194;2023-11-21 08:01:57.782957;Erro;Erro;
172.23.72.194;2023-11-21 08:02:26.456190;Erro;Erro;
172.23.72.194;2023-11-21 08:02:32.596175;Erro;Erro;
172.23.72.194;2023-11-21 08:03:03.320154;Erro;Erro;
172.23.72.194;2023-11-21 08:03:09.464163;Erro;Erro;
172.23.72.194;2023-11-21 08:03:36.099948;Erro;Erro;
172.23.72.194;2023-11-21 08:03:44.272273;Erro;Erro;
172.23.72.194;2023-11-21 08:04:12.952157;Erro;Erro;
172.23.72.194;2023-11-21 08:04:19.092152;Erro;Erro;
172.23.72.194;2023-11-21 08:04:47.760237;Erro;Erro;
172.23.72.194;2023-11-21 08:04:53.919910;Erro;Erro;
172.23.72.194;2023-11-21 08:05:22.591914;Erro;Erro;
172.23.72.194;2023-11-21 08:05:28.720313;Erro;Erro;
172.23.72.194;2023-11-21 08:05:57.400166;Erro;Erro;
172.23.72.194;2023-11-21 08:06:03.551901;Erro;Erro;
172.23.72.194;2023-11-21 08:06:34.256199;Erro;Erro;
172.23.72.194;2023-11-21 08:06:38.363987;Erro;Erro;
172.23.72.194;2023-11-21 08:07:07.039923;Erro;Erro;
172.23.72.194;2023-11-21 08:07:13.179935;Erro;Erro;
172.23.72.194;2023-11-21 08:07:43.888217;Erro;Erro;
172.23.72.194;2023-11-21 08:07:50.043940;Erro;Erro;
172.23.72.194;2023-11-21 08:08:18.712166;Erro;Erro;
172.23.72.194;2023-11-21 08:08:24.856162;Erro;Erro;
172.23.72.194;2023-11-21 08:08:53.531935;Erro;Erro;
172.23.72.194;2023-11-21 08:08:59.668209;Erro;Erro;
172.23.72.194;2023-11-21 08:09:28.347925;Erro;Erro;
172.23.72.194;2023-11-21 08:09:34.484175;Erro;Erro;
172.23.72.194;2023-11-21 08:10:03.160159;Erro;Erro;
172.23.72.194;2023-11-21 08:10:09.311907;Erro;Erro;
172.23.72.194;2023-11-21 08:10:37.983929;Erro;Erro;
172.23.72.194;2023-11-21 08:10:44.127892;Erro;Erro;
172.23.72.194;2023-11-21 08:11:14.840205;Erro;Erro;
172.23.72.194;2023-11-21 08:11:20.976253;Erro;Erro;
172.23.72.194;2023-11-21 08:11:49.652184;Erro;Erro;
172.23.72.194;2023-11-21 08:11:55.807936;Erro;Erro;
172.23.72.194;2023-11-21 08:12:22.424206;Erro;Erro;
172.23.72.194;2023-11-21 08:12:30.608266;Erro;Erro;
172.23.72.194;2023-11-21 08:12:59.280228;Erro;Erro;
172.23.72.194;2023-11-21 08:13:05.435936;Erro;Erro;
172.23.72.194;2023-11-21 08:13:34.096203;Erro;Erro;
172.23.72.194;2023-11-21 08:13:40.259950;Erro;Erro;
172.23.72.194;2023-11-21 08:14:08.916167;Erro;Erro;
172.23.72.194;2023-11-21 08:14:15.064171;Erro;Erro;
172.23.72.194;2023-11-21 08:14:43.743911;Erro;Erro;
172.23.72.194;2023-11-21 08:14:49.887918;Erro;Erro;
172.23.72.194;2023-11-21 08:15:18.555954;Erro;Erro;
172.23.72.194;2023-11-21 08:15:26.747947;Erro;Erro;
172.23.72.194;2023-11-21 08:15:55.419928;Erro;Erro;
172.23.72.194;2023-11-21 08:15:59.539910;Erro;Erro;
172.23.72.194;2023-11-21 08:16:30.232158;Erro;Erro;
172.23.72.194;2023-11-21 08:16:34.343886;Erro;Erro;
172.23.72.194;2023-11-21 08:17:05.048166;Erro;Erro;
172.23.72.194;2023-11-21 08:17:11.199896;Erro;Erro;
172.23.72.194;2023-11-21 08:17:39.871903;Erro;Erro;
172.23.72.194;2023-11-21 08:17:46.011924;Erro;Erro;
172.23.72.194;2023-11-21 08:18:16.720227;Erro;Erro;
172.23.72.194;2023-11-21 08:18:20.831906;Erro;Erro;
172.23.72.194;2023-11-21 08:18:51.536070;Erro;Erro;
172.23.72.194;2023-11-21 08:18:57.680342;Erro;Erro;
172.23.72.194;2023-11-21 08:19:26.363926;Erro;Erro;
172.23.72.194;2023-11-21 08:19:32.496245;Erro;Erro;
172.23.72.194;2023-11-21 08:20:01.183904;Erro;Erro;
172.23.72.194;2023-11-21 08:20:07.320158;Erro;Erro;
172.23.72.194;2023-11-21 08:20:35.992197;Erro;Erro;
172.23.72.194;2023-11-21 08:20:42.139991;Erro;Erro;
172.23.72.194;2023-11-21 08:21:10.811918;Erro;Erro;
172.23.72.194;2023-11-21 08:21:16.963905;Erro;Erro;
172.23.72.194;2023-11-21 08:21:47.664232;Erro;Erro;
172.23.72.194;2023-11-21 08:21:51.768169;Erro;Erro;
172.23.72.194;2023-11-21 08:22:22.495923;Erro;Erro;
172.23.72.194;2023-11-21 08:22:26.599909;Erro;Erro;
172.23.72.194;2023-11-21 08:22:57.303885;Erro;Erro;
172.23.72.194;2023-11-21 08:23:03.444293;Erro;Erro;
172.23.72.194;2023-11-21 08:23:32.111900;Erro;Erro;
172.23.72.194;2023-11-21 08:23:38.267921;Erro;Erro;
172.23.72.194;2023-11-21 08:24:06.931902;Erro;Erro;
172.23.72.194;2023-11-21 08:24:13.095909;Erro;Erro;
172.23.72.194;2023-11-21 08:24:43.795908;Erro;Erro;
172.23.72.194;2023-11-21 08:24:49.951889;Erro;Erro;
172.23.72.194;2023-11-21 08:25:20.655920;Erro;Erro;
172.23.72.194;2023-11-21 08:25:26.811903;Erro;Erro;
172.23.72.194;2023-11-21 08:25:57.519907;Erro;Erro;
172.23.72.194;2023-11-21 08:26:03.675908;Erro;Erro;
172.23.72.194;2023-11-21 08:26:32.351897;Erro;Erro;
172.23.72.194;2023-11-21 08:26:40.539901;Erro;Erro;
172.23.72.194;2023-11-21 08:27:09.215895;Erro;Erro;
172.23.72.194;2023-11-21 08:27:17.391936;Erro;Erro;
172.23.72.194;2023-11-21 08:27:46.079902;Erro;Erro;
172.23.72.194;2023-11-21 08:27:54.291914;Erro;Erro;
172.23.72.194;2023-11-21 08:28:22.939901;Erro;Erro;
172.23.72.194;2023-11-21 08:28:31.119918;Erro;Erro;
172.23.72.194;2023-11-21 08:28:59.795928;Erro;Erro;
172.23.72.194;2023-11-21 08:29:07.983931;Erro;Erro;
172.23.72.194;2023-11-21 08:29:36.679913;Erro;Erro;
172.23.72.194;2023-11-21 08:29:44.871901;Erro;Erro;
172.23.72.194;2023-11-21 08:30:13.519917;Erro;Erro;
172.23.72.194;2023-11-21 08:30:19.675895;Erro;Erro;
172.23.72.194;2023-11-21 08:30:50.383889;Erro;Erro;
172.23.72.194;2023-11-21 08:30:56.531609;Erro;Erro;
172.23.72.194;2023-11-21 08:31:25.219889;Erro;Erro;
172.23.72.194;2023-11-21 08:31:33.407423;Erro;Erro;
172.23.72.194;2023-11-21 08:32:02.079931;Erro;Erro;
172.23.72.194;2023-11-21 08:32:10.256233;Erro;Erro;
172.23.72.194;2023-11-21 08:32:38.928282;Erro;Erro;
172.23.72.194;2023-11-21 08:32:47.120242;Erro;Erro;
172.23.72.194;2023-11-21 08:33:13.752165;Erro;Erro;
172.23.72.194;2023-11-21 08:33:23.988201;Erro;Erro;
172.23.72.194;2023-11-21 08:33:50.623787;Erro;Erro;
172.23.72.194;2023-11-21 08:33:58.815905;Erro;Erro;
172.23.72.194;2023-11-21 08:34:27.479956;Erro;Erro;
172.23.72.194;2023-11-21 08:34:33.627982;Erro;Erro;
172.23.72.194;2023-11-21 08:35:02.296156;Erro;Erro;
172.23.72.194;2023-11-21 08:35:08.447910;Erro;Erro;
172.23.72.194;2023-11-21 08:35:37.119901;Erro;Erro;
172.23.72.194;2023-11-21 08:35:43.256120;Erro;Erro;
172.23.72.194;2023-11-21 08:36:11.935917;Erro;Erro;
172.23.72.194;2023-11-21 08:36:18.068168;Erro;Erro;
172.23.72.194;2023-11-21 08:36:46.736211;Erro;Erro;
172.23.72.194;2023-11-21 08:36:52.891940;Erro;Erro;
172.23.72.194;2023-11-21 08:37:21.556192;Erro;Erro;
172.23.72.194;2023-11-21 08:37:27.711905;Erro;Erro;
172.23.72.194;2023-11-21 08:37:58.420199;Erro;Erro;
172.23.72.194;2023-11-21 08:38:02.520160;Erro;Erro;
172.23.72.194;2023-11-21 08:38:33.232209;Erro;Erro;
172.23.72.194;2023-11-21 08:38:39.384148;Erro;Erro;
172.23.72.194;2023-11-21 08:39:08.048279;Erro;Erro;
172.23.72.194;2023-11-21 08:39:14.204054;Erro;Erro;
172.23.72.194;2023-11-21 08:39:42.864215;Erro;Erro;
172.23.72.194;2023-11-21 08:39:49.031945;Erro;Erro;
172.23.72.194;2023-11-21 08:40:17.695936;Erro;Erro;
172.23.72.194;2023-11-21 08:40:23.835945;Erro;Erro;
172.23.72.194;2023-11-21 08:40:54.571936;Erro;Erro;
172.23.72.194;2023-11-21 08:40:58.651920;Erro;Erro;
172.23.72.194;2023-11-21 08:41:29.360209;Erro;Erro;
172.23.72.194;2023-11-21 08:41:33.483955;Erro;Erro;
172.23.72.194;2023-11-21 08:42:04.191903;Erro;Erro;
172.23.72.194;2023-11-21 08:42:10.328197;Erro;Erro;
172.23.72.194;2023-11-21 08:42:39.000168;Erro;Erro;
172.23.72.194;2023-11-21 08:42:45.140139;Erro;Erro;
172.23.72.194;2023-11-21 08:43:13.819925;Erro;Erro;
172.23.72.194;2023-11-21 08:43:19.960159;Erro;Erro;
172.23.72.194;2023-11-21 08:43:48.632012;Erro;Erro;
172.23.72.194;2023-11-21 08:43:54.783906;Erro;Erro;
172.23.72.194;2023-11-21 08:44:25.488206;Erro;Erro;
172.23.72.194;2023-11-21 08:44:29.599937;Erro;Erro;
172.23.72.194;2023-11-21 08:45:00.312167;Erro;Erro;
172.23.72.194;2023-11-21 08:45:04.423956;Erro;Erro;
172.23.72.194;2023-11-21 08:45:35.124215;Erro;Erro;
172.23.72.194;2023-11-21 08:45:41.268166;Erro;Erro;
172.23.72.194;2023-11-21 08:46:09.947974;Erro;Erro;
172.23.72.194;2023-11-21 08:46:16.088158;Erro;Erro;
172.23.72.194;2023-11-21 08:46:44.756179;Erro;Erro;
172.23.72.194;2023-11-21 08:46:50.900204;Erro;Erro;
172.23.72.194;2023-11-21 08:47:19.572207;Erro;Erro;
172.23.72.194;2023-11-21 08:47:25.727905;Erro;Erro;
172.23.72.194;2023-11-21 08:47:54.407991;Erro;Erro;
172.23.72.194;2023-11-21 08:48:00.528263;Erro;Erro;
172.23.72.194;2023-11-21 08:48:29.215940;Erro;Erro;
172.23.72.194;2023-11-21 08:48:35.352166;Erro;Erro;
172.23.72.194;2023-11-21 08:49:06.064215;Erro;Erro;
172.23.72.194;2023-11-21 08:49:10.175911;Erro;Erro;
172.23.72.194;2023-11-21 08:49:40.891934;Erro;Erro;
172.23.72.194;2023-11-21 08:49:47.032160;Erro;Erro;
172.23.72.194;2023-11-21 08:50:15.711893;Erro;Erro;
172.23.72.194;2023-11-21 08:50:21.848167;Erro;Erro;
172.23.72.194;2023-11-21 08:50:50.512203;Erro;Erro;
172.23.72.194;2023-11-21 08:50:56.656334;Erro;Erro;
172.23.72.194;2023-11-21 08:51:25.336167;Erro;Erro;
172.23.72.194;2023-11-21 08:51:31.476154;Erro;Erro;
172.23.72.194;2023-11-21 08:52:00.152170;Erro;Erro;
172.23.72.194;2023-11-21 08:52:06.288256;Erro;Erro;
172.23.72.194;2023-11-21 08:52:34.964283;Erro;Erro;
172.23.72.194;2023-11-21 08:52:41.112160;Erro;Erro;
172.23.72.194;2023-11-21 08:53:09.791933;Erro;Erro;
172.23.72.194;2023-11-21 08:53:15.920256;Erro;Erro;
172.23.72.194;2023-11-21 08:53:44.592198;Erro;Erro;
172.23.72.194;2023-11-21 08:53:50.747999;Erro;Erro;
172.23.72.194;2023-11-21 08:54:21.467937;Erro;Erro;
172.23.72.194;2023-11-21 08:54:25.567900;Erro;Erro;
172.23.72.194;2023-11-21 08:54:56.283944;Erro;Erro;
172.23.72.194;2023-11-21 08:55:00.383905;Erro;Erro;
172.23.72.194;2023-11-21 08:55:31.096195;Erro;Erro;
172.23.72.194;2023-11-21 08:55:37.243940;Erro;Erro;
172.23.72.194;2023-11-21 08:56:05.908197;Erro;Erro;
172.23.72.194;2023-11-21 08:56:12.059989;Erro;Erro;
172.23.72.194;2023-11-21 08:56:40.735947;Erro;Erro;
172.23.72.194;2023-11-21 08:56:46.879911;Erro;Erro;
172.23.72.194;2023-11-21 08:57:15.536234;Erro;Erro;
172.23.72.194;2023-11-21 08:57:21.684200;Erro;Erro;
172.23.72.194;2023-11-21 08:57:50.367936;Erro;Erro;
172.23.72.194;2023-11-21 08:57:56.515907;Erro;Erro;
172.23.72.194;2023-11-21 08:58:27.231898;Erro;Erro;
172.23.72.194;2023-11-21 08:58:31.323929;Erro;Erro;
172.23.72.194;2023-11-21 08:59:02.036171;Erro;Erro;
172.23.72.194;2023-11-21 08:59:08.176259;Erro;Erro;
172.23.72.194;2023-11-21 08:59:36.859922;Erro;Erro;
172.23.72.194;2023-11-21 08:59:43.000197;Erro;Erro;
172.23.72.194;2023-11-21 09:00:11.668176;Erro;Erro;
172.23.72.194;2023-11-21 09:00:17.808249;Erro;Erro;
172.23.72.194;2023-11-21 09:00:46.480213;Erro;Erro;
172.23.72.194;2023-11-21 09:00:52.639924;Erro;Erro;
