172.23.72.184;2022-12-15 10:26:02.488061;Erro;Erro;
172.23.72.184;2022-12-16 09:39:53.779452;-20.478675440;-43.937756704
172.23.72.184;2023-11-21 02:14:45.524142;Erro;Erro;
172.23.72.184;2023-11-21 02:15:03.963948;Erro;Erro;
172.23.72.184;2023-11-21 02:15:20.351905;Erro;Erro;
172.23.72.184;2023-11-21 02:15:38.791921;Erro;Erro;
172.23.72.184;2023-11-21 02:15:55.163943;Erro;Erro;
172.23.72.184;2023-11-21 02:16:13.603938;Erro;Erro;
172.23.72.184;2023-11-21 02:16:29.976163;Erro;Erro;
172.23.72.184;2023-11-21 02:16:48.419916;Erro;Erro;
172.23.72.184;2023-11-21 02:17:04.799897;Erro;Erro;
172.23.72.184;2023-11-21 02:17:23.220171;Erro;Erro;
172.23.72.184;2023-11-21 02:17:39.608168;Erro;Erro;
172.23.72.184;2023-11-21 02:17:58.047914;Erro;Erro;
172.23.72.184;2023-11-21 02:18:14.424162;Erro;Erro;
172.23.72.184;2023-11-21 02:18:32.849436;Erro;Erro;
172.23.72.184;2023-11-21 02:18:49.232235;Erro;Erro;
172.23.72.184;2023-11-21 02:19:07.668171;Erro;Erro;
172.23.72.184;2023-11-21 02:19:24.056157;Erro;Erro;
172.23.72.184;2023-11-21 02:19:42.484174;Erro;Erro;
172.23.72.184;2023-11-21 02:19:58.891917;Erro;Erro;
172.23.72.184;2023-11-21 02:20:17.307943;Erro;Erro;
172.23.72.184;2023-11-21 02:20:31.632257;Erro;Erro;
172.23.72.184;2023-11-21 02:20:52.120159;Erro;Erro;
172.23.72.184;2023-11-21 02:21:06.463934;Erro;Erro;
172.23.72.184;2023-11-21 02:21:26.932170;Erro;Erro;
172.23.72.184;2023-11-21 02:21:41.291947;Erro;Erro;
172.23.72.184;2023-11-21 02:22:01.748169;Erro;Erro;
172.23.72.184;2023-11-21 02:22:16.103934;Erro;Erro;
172.23.72.184;2023-11-21 02:22:34.527913;Erro;Erro;
172.23.72.184;2023-11-21 02:22:50.915935;Erro;Erro;
172.23.72.184;2023-11-21 02:23:11.376226;Erro;Erro;
172.23.72.184;2023-11-21 02:23:25.731912;Erro;Erro;
172.23.72.184;2023-11-21 02:23:44.163921;Erro;Erro;
172.23.72.184;2023-11-21 02:24:00.532170;Erro;Erro;
172.23.72.184;2023-11-21 02:24:18.971941;Erro;Erro;
172.23.72.184;2023-11-21 02:24:35.367908;Erro;Erro;
172.23.72.184;2023-11-21 02:24:53.799894;Erro;Erro;
172.23.72.184;2023-11-21 02:25:10.168166;Erro;Erro;
172.23.72.184;2023-11-21 02:25:28.607878;Erro;Erro;
172.23.72.184;2023-11-21 02:25:44.977124;Erro;Erro;
172.23.72.184;2023-11-21 02:26:03.419923;Erro;Erro;
172.23.72.184;2023-11-21 02:26:19.796166;Erro;Erro;
172.23.72.184;2023-11-21 02:26:38.232160;Erro;Erro;
172.23.72.184;2023-11-21 02:26:54.612207;Erro;Erro;
172.23.72.184;2023-11-21 02:27:13.048154;Erro;Erro;
172.23.72.184;2023-11-21 02:27:27.391889;Erro;Erro;
172.23.72.184;2023-11-21 02:27:47.856246;Erro;Erro;
172.23.72.184;2023-11-21 02:28:02.219918;Erro;Erro;
172.23.72.184;2023-11-21 02:28:22.680168;Erro;Erro;
172.23.72.184;2023-11-21 02:28:37.019949;Erro;Erro;
172.23.72.184;2023-11-21 02:28:57.488228;Erro;Erro;
172.23.72.184;2023-11-21 02:29:11.839897;Erro;Erro;
172.23.72.184;2023-11-21 02:29:32.304236;Erro;Erro;
172.23.72.184;2023-11-21 02:29:46.659747;Erro;Erro;
172.23.72.184;2023-11-21 02:30:05.083938;Erro;Erro;
172.23.72.184;2023-11-21 02:30:21.460169;Erro;Erro;
172.23.72.184;2023-11-21 02:30:39.903901;Erro;Erro;
172.23.72.184;2023-11-21 02:30:56.272226;Erro;Erro;
172.23.72.184;2023-11-21 02:31:14.731932;Erro;Erro;
172.23.72.184;2023-11-21 02:31:31.096166;Erro;Erro;
172.23.72.184;2023-11-21 02:31:49.539936;Erro;Erro;
172.23.72.184;2023-11-21 02:32:03.868097;Erro;Erro;
172.23.72.184;2023-11-21 02:32:24.355907;Erro;Erro;
172.23.72.184;2023-11-21 02:32:40.731921;Erro;Erro;
172.23.72.184;2023-11-21 02:32:59.160195;Erro;Erro;
172.23.72.184;2023-11-21 02:33:15.544161;Erro;Erro;
172.23.72.184;2023-11-21 02:33:33.969966;Erro;Erro;
172.23.72.184;2023-11-21 02:33:50.356174;Erro;Erro;
172.23.72.184;2023-11-21 02:34:08.784265;Erro;Erro;
172.23.72.184;2023-11-21 02:34:25.172167;Erro;Erro;
172.23.72.184;2023-11-21 02:34:43.608157;Erro;Erro;
172.23.72.184;2023-11-21 02:34:57.951910;Erro;Erro;
172.23.72.184;2023-11-21 02:35:18.424157;Erro;Erro;
172.23.72.184;2023-11-21 02:35:32.767982;Erro;Erro;
172.23.72.184;2023-11-21 02:35:53.232220;Erro;Erro;
172.23.72.184;2023-11-21 02:36:07.587915;Erro;Erro;
172.23.72.184;2023-11-21 02:36:28.048220;Erro;Erro;
172.23.72.184;2023-11-21 02:36:42.392195;Erro;Erro;
172.23.72.184;2023-11-21 02:37:02.872155;Erro;Erro;
172.23.72.184;2023-11-21 02:37:17.227940;Erro;Erro;
172.23.72.184;2023-11-21 02:37:37.688167;Erro;Erro;
172.23.72.184;2023-11-21 02:37:52.031984;Erro;Erro;
172.23.72.184;2023-11-21 02:38:10.448205;Erro;Erro;
172.23.72.184;2023-11-21 02:38:26.840158;Erro;Erro;
172.23.72.184;2023-11-21 02:38:45.291975;Erro;Erro;
172.23.72.184;2023-11-21 02:39:01.652169;Erro;Erro;
172.23.72.184;2023-11-21 02:39:20.080212;Erro;Erro;
172.23.72.184;2023-11-21 02:39:36.483949;Erro;Erro;
172.23.72.184;2023-11-21 02:39:54.927959;Erro;Erro;
172.23.72.184;2023-11-21 02:40:11.284172;Erro;Erro;
172.23.72.184;2023-11-21 02:40:29.727904;Erro;Erro;
172.23.72.184;2023-11-21 02:40:46.096242;Erro;Erro;
172.23.72.184;2023-11-21 02:41:04.528276;Erro;Erro;
172.23.72.184;2023-11-21 02:41:20.920164;Erro;Erro;
172.23.72.184;2023-11-21 02:41:39.363904;Erro;Erro;
172.23.72.184;2023-11-21 02:41:55.736136;Erro;Erro;
172.23.72.184;2023-11-21 02:42:14.199940;Erro;Erro;
172.23.72.184;2023-11-21 02:42:30.555933;Erro;Erro;
172.23.72.184;2023-11-21 02:42:48.999928;Erro;Erro;
172.23.72.184;2023-11-21 02:43:05.364177;Erro;Erro;
172.23.72.184;2023-11-21 02:43:23.803933;Erro;Erro;
172.23.72.184;2023-11-21 02:43:40.176259;Erro;Erro;
172.23.72.184;2023-11-21 02:43:58.616169;Erro;Erro;
172.23.72.184;2023-11-21 02:44:15.000165;Erro;Erro;
172.23.72.184;2023-11-21 02:44:33.428169;Erro;Erro;
172.23.72.184;2023-11-21 02:44:49.812164;Erro;Erro;
172.23.72.184;2023-11-21 02:45:08.255895;Erro;Erro;
172.23.72.184;2023-11-21 02:45:24.635928;Erro;Erro;
172.23.72.184;2023-11-21 02:45:43.064163;Erro;Erro;
172.23.72.184;2023-11-21 02:45:59.467919;Erro;Erro;
172.23.72.184;2023-11-21 02:46:17.887936;Erro;Erro;
172.23.72.184;2023-11-21 02:46:34.260170;Erro;Erro;
172.23.72.184;2023-11-21 02:46:52.692174;Erro;Erro;
172.23.72.184;2023-11-21 02:47:09.072282;Erro;Erro;
172.23.72.184;2023-11-21 02:47:27.512165;Erro;Erro;
172.23.72.184;2023-11-21 02:47:41.851988;Erro;Erro;
172.23.72.184;2023-11-21 02:48:02.321010;Erro;Erro;
172.23.72.184;2023-11-21 02:48:18.704225;Erro;Erro;
172.23.72.184;2023-11-21 02:48:37.144154;Erro;Erro;
172.23.72.184;2023-11-21 02:48:53.520202;Erro;Erro;
172.23.72.184;2023-11-21 02:49:11.952233;Erro;Erro;
172.23.72.184;2023-11-21 02:49:26.307950;Erro;Erro;
172.23.72.184;2023-11-21 02:49:46.768231;Erro;Erro;
172.23.72.184;2023-11-21 02:50:01.123943;Erro;Erro;
172.23.72.184;2023-11-21 02:50:21.588201;Erro;Erro;
172.23.72.184;2023-11-21 02:50:35.939910;Erro;Erro;
172.23.72.184;2023-11-21 02:50:56.419907;Erro;Erro;
172.23.72.184;2023-11-21 02:51:10.763973;Erro;Erro;
172.23.72.184;2023-11-21 02:51:31.216212;Erro;Erro;
172.23.72.184;2023-11-21 02:51:45.563928;Erro;Erro;
172.23.72.184;2023-11-21 02:52:03.995955;Erro;Erro;
172.23.72.184;2023-11-21 02:52:20.383904;Erro;Erro;
172.23.72.184;2023-11-21 02:52:38.819904;Erro;Erro;
172.23.72.184;2023-11-21 02:52:55.196003;Erro;Erro;
172.23.72.184;2023-11-21 02:53:13.627935;Erro;Erro;
172.23.72.184;2023-11-21 02:53:30.004172;Erro;Erro;
172.23.72.184;2023-11-21 02:53:48.439987;Erro;Erro;
172.23.72.184;2023-11-21 02:54:06.875936;Erro;Erro;
172.23.72.184;2023-11-21 02:54:23.252213;Erro;Erro;
172.23.72.184;2023-11-21 02:54:39.651937;Erro;Erro;
172.23.72.184;2023-11-21 02:54:58.079891;Erro;Erro;
172.23.72.184;2023-11-21 02:55:14.459977;Erro;Erro;
172.23.72.184;2023-11-21 02:55:32.895895;Erro;Erro;
172.23.72.184;2023-11-21 02:55:49.283909;Erro;Erro;
172.23.72.184;2023-11-21 02:56:07.704164;Erro;Erro;
172.23.72.184;2023-11-21 02:56:24.091935;Erro;Erro;
172.23.72.184;2023-11-21 02:56:42.531932;Erro;Erro;
172.23.72.184;2023-11-21 02:56:58.907934;Erro;Erro;
172.23.72.184;2023-11-21 02:57:17.336165;Erro;Erro;
172.23.72.184;2023-11-21 02:57:33.720160;Erro;Erro;
172.23.72.184;2023-11-21 02:57:52.155940;Erro;Erro;
172.23.72.184;2023-11-21 02:58:08.528237;Erro;Erro;
172.23.72.184;2023-11-21 02:58:26.964171;Erro;Erro;
172.23.72.184;2023-11-21 02:58:43.344221;Erro;Erro;
172.23.72.184;2023-11-21 02:59:01.803911;Erro;Erro;
172.23.72.184;2023-11-21 02:59:18.183902;Erro;Erro;
172.23.72.184;2023-11-21 02:59:36.600170;Erro;Erro;
172.23.72.184;2023-11-21 02:59:50.936159;Erro;Erro;
172.23.72.184;2023-11-21 03:00:11.416165;Erro;Erro;
172.23.72.184;2023-11-21 03:00:27.800168;Erro;Erro;
172.23.72.184;2023-11-21 03:00:46.228176;Erro;Erro;
172.23.72.184;2023-11-21 03:01:00.583901;Erro;Erro;
172.23.72.184;2023-11-21 03:01:21.044173;Erro;Erro;
172.23.72.184;2023-11-21 03:01:35.391908;Erro;Erro;
172.23.72.184;2023-11-21 03:01:55.856249;Erro;Erro;
172.23.72.184;2023-11-21 03:02:10.207932;Erro;Erro;
172.23.72.184;2023-11-21 03:02:28.643963;Erro;Erro;
172.23.72.184;2023-11-21 03:02:45.031937;Erro;Erro;
172.23.72.184;2023-11-21 03:03:05.488235;Erro;Erro;
172.23.72.184;2023-11-21 03:03:19.832165;Erro;Erro;
172.23.72.184;2023-11-21 03:03:38.267972;Erro;Erro;
172.23.72.184;2023-11-21 03:03:54.644171;Erro;Erro;
172.23.72.184;2023-11-21 03:04:13.095929;Erro;Erro;
172.23.72.184;2023-11-21 03:04:29.475918;Erro;Erro;
172.23.72.184;2023-11-21 03:04:47.899983;Erro;Erro;
172.23.72.184;2023-11-21 03:05:04.299948;Erro;Erro;
172.23.72.184;2023-11-21 03:05:22.712172;Erro;Erro;
172.23.72.184;2023-11-21 03:05:39.099935;Erro;Erro;
172.23.72.184;2023-11-21 03:05:57.524174;Erro;Erro;
172.23.72.184;2023-11-21 03:06:13.927937;Erro;Erro;
172.23.72.184;2023-11-21 03:06:32.363939;Erro;Erro;
172.23.72.184;2023-11-21 03:06:48.735976;Erro;Erro;
172.23.72.184;2023-11-21 03:07:07.156206;Erro;Erro;
172.23.72.184;2023-11-21 03:07:23.555927;Erro;Erro;
172.23.72.184;2023-11-21 03:07:41.991933;Erro;Erro;
172.23.72.184;2023-11-21 03:07:58.371903;Erro;Erro;
172.23.72.184;2023-11-21 03:08:16.784221;Erro;Erro;
172.23.72.184;2023-11-21 03:08:33.179949;Erro;Erro;
172.23.72.184;2023-11-21 03:08:51.627895;Erro;Erro;
172.23.72.184;2023-11-21 03:09:07.988177;Erro;Erro;
172.23.72.184;2023-11-21 03:09:26.436034;Erro;Erro;
172.23.72.184;2023-11-21 03:09:42.831955;Erro;Erro;
172.23.72.184;2023-11-21 03:10:01.255923;Erro;Erro;
172.23.72.184;2023-11-21 03:10:17.631934;Erro;Erro;
172.23.72.184;2023-11-21 03:10:36.052178;Erro;Erro;
172.23.72.184;2023-11-21 03:10:52.432236;Erro;Erro;
172.23.72.184;2023-11-21 03:11:10.879897;Erro;Erro;
172.23.72.184;2023-11-21 03:11:27.260012;Erro;Erro;
172.23.72.184;2023-11-21 03:11:45.691935;Erro;Erro;
172.23.72.184;2023-11-21 03:12:02.079903;Erro;Erro;
172.23.72.184;2023-11-21 03:12:20.515932;Erro;Erro;
172.23.72.184;2023-11-21 03:12:36.891921;Erro;Erro;
172.23.72.184;2023-11-21 03:12:55.331943;Erro;Erro;
172.23.72.184;2023-11-21 03:13:11.707935;Erro;Erro;
172.23.72.184;2023-11-21 03:13:30.136159;Erro;Erro;
172.23.72.184;2023-11-21 03:13:46.523940;Erro;Erro;
172.23.72.184;2023-11-21 03:14:04.952160;Erro;Erro;
172.23.72.184;2023-11-21 03:14:21.336164;Erro;Erro;
172.23.72.184;2023-11-21 03:14:39.764165;Erro;Erro;
172.23.72.184;2023-11-21 03:14:56.163940;Erro;Erro;
172.23.72.184;2023-11-21 03:15:14.576236;Erro;Erro;
172.23.72.184;2023-11-21 03:15:30.968166;Erro;Erro;
172.23.72.184;2023-11-21 03:15:49.392256;Erro;Erro;
172.23.72.184;2023-11-21 03:16:05.776216;Erro;Erro;
172.23.72.184;2023-11-21 03:16:22.175952;Erro;Erro;
172.23.72.184;2023-11-21 03:16:40.603930;Erro;Erro;
172.23.72.184;2023-11-21 03:16:59.024230;Erro;Erro;
172.23.72.184;2023-11-21 03:17:15.408233;Erro;Erro;
172.23.72.184;2023-11-21 03:17:33.840226;Erro;Erro;
172.23.72.184;2023-11-21 03:17:50.239903;Erro;Erro;
172.23.72.184;2023-11-21 03:18:08.656224;Erro;Erro;
172.23.72.184;2023-11-21 03:18:25.048167;Erro;Erro;
172.23.72.184;2023-11-21 03:18:41.443971;Erro;Erro;
172.23.72.184;2023-11-21 03:18:59.860167;Erro;Erro;
172.23.72.184;2023-11-21 03:19:04.642676;-20.482760758;-43.916587126
172.23.72.184;2023-11-21 03:19:07.148793;-20.482760759;-43.916587195
172.23.72.184;2023-11-21 03:19:08.044002;-20.482760757;-43.916587219
172.23.72.184;2023-11-21 03:19:11.572203;-20.482760736;-43.916587368
172.23.72.184;2023-11-21 03:19:16.267960;Erro;Erro;
172.23.72.184;2023-11-21 03:19:23.437043;-20.482760654;-43.916588406
172.23.72.184;2023-11-21 03:19:26.433251;-20.482760641;-43.916588599
172.23.72.184;2023-11-21 03:19:34.676166;Erro;Erro;
172.23.72.184;2023-11-21 03:19:44.363003;-20.482760527;-43.916589736
172.23.72.184;2023-11-21 03:19:51.068012;Erro;Erro;
172.23.72.184;2023-11-21 03:20:08.370350;-20.482760378;-43.916590728
172.23.72.184;2023-11-21 03:20:18.381065;-20.482760253;-43.916591498
172.23.72.184;2023-11-21 03:20:36.331068;-20.482760222;-43.916592350
172.23.72.184;2023-11-21 03:20:53.007075;-20.482760259;-43.916593110
172.23.72.184;2023-11-21 03:21:10.993503;-20.482760207;-43.916593834
172.23.72.184;2023-11-21 03:21:28.369815;-20.482760103;-43.916594354
172.23.72.184;2023-11-21 03:21:46.068802;-20.482759961;-43.916594704
172.23.72.184;2023-11-21 03:22:03.333065;-20.482759763;-43.916594940
172.23.72.184;2023-11-21 03:22:24.552072;-20.482759456;-43.916595080
172.23.72.184;2023-11-21 03:22:37.062239;-20.482759279;-43.916595052
172.23.72.184;2023-11-21 03:22:55.279929;-20.482759067;-43.916594945
172.23.72.184;2023-11-21 03:23:32.748231;-20.482758655;-43.916594724
172.23.72.184;2023-11-21 03:23:46.556845;-20.482758422;-43.916594698
172.23.72.184;2023-11-21 03:24:04.850071;-20.482758110;-43.916594785
172.23.72.184;2023-11-21 03:24:21.993450;-20.482757779;-43.916594951
172.23.72.184;2023-11-21 03:24:46.291079;-20.482757462;-43.916595128
172.23.72.184;2023-11-21 03:25:02.992668;-20.482757186;-43.916595291
172.23.72.184;2023-11-21 03:25:13.934952;-20.482756919;-43.916595517
172.23.72.184;2023-11-21 03:27:58.480217;Erro;Erro;
172.23.72.184;2023-11-21 03:28:14.875926;Erro;Erro;
172.23.72.184;2023-11-21 03:28:33.304161;Erro;Erro;
172.23.72.184;2023-11-21 03:28:49.695897;Erro;Erro;
172.23.72.184;2023-11-21 03:29:08.123981;Erro;Erro;
172.23.72.184;2023-11-21 03:29:24.500174;Erro;Erro;
172.23.72.184;2023-11-21 03:29:42.936163;Erro;Erro;
172.23.72.184;2023-11-21 03:29:59.316225;Erro;Erro;
172.23.72.184;2023-11-21 03:30:17.759902;Erro;Erro;
172.23.72.184;2023-11-21 03:30:34.128232;Erro;Erro;
172.23.72.184;2023-11-21 03:30:52.560243;Erro;Erro;
172.23.72.184;2023-11-21 03:31:08.952161;Erro;Erro;
172.23.72.184;2023-11-21 03:31:27.399932;Erro;Erro;
172.23.72.184;2023-11-21 03:31:41.723940;Erro;Erro;
172.23.72.184;2023-11-21 03:32:02.200166;Erro;Erro;
172.23.72.184;2023-11-21 03:32:16.555926;Erro;Erro;
172.23.72.184;2023-11-21 03:32:37.008230;Erro;Erro;
172.23.72.184;2023-11-21 03:32:51.367903;Erro;Erro;
172.23.72.184;2023-11-21 03:33:11.832160;Erro;Erro;
172.23.72.184;2023-11-21 03:33:26.164170;Erro;Erro;
172.23.72.184;2023-11-21 03:33:46.644176;Erro;Erro;
172.23.72.184;2023-11-21 03:34:00.987945;Erro;Erro;
172.23.72.184;2023-11-21 03:34:19.423908;Erro;Erro;
172.23.72.184;2023-11-21 03:34:35.796204;Erro;Erro;
172.23.72.184;2023-11-21 03:34:54.232195;Erro;Erro;
172.23.72.184;2023-11-21 03:35:10.612036;Erro;Erro;
172.23.72.184;2023-11-21 03:35:31.092172;Erro;Erro;
172.23.72.184;2023-11-21 03:35:43.395946;Erro;Erro;
172.23.72.184;2023-11-21 03:36:05.919906;Erro;Erro;
172.23.72.184;2023-11-21 03:36:18.207890;Erro;Erro;
172.23.72.184;2023-11-21 03:36:38.672226;Erro;Erro;
172.23.72.184;2023-11-21 03:36:53.019939;Erro;Erro;
172.23.72.184;2023-11-21 03:37:03.514257;-20.482729510;-43.916728792
172.23.72.184;2023-11-21 03:37:03.532398;-20.482729350;-43.916729020
172.23.72.184;2023-11-21 03:37:13.488204;Erro;Erro;
172.23.72.184;2023-11-21 03:37:17.609999;-20.482730564;-43.916730320
172.23.72.184;2023-11-21 03:37:22.795421;-20.482754032;-43.916749928
172.23.72.184;2023-11-21 03:37:27.828147;Erro;Erro;
172.23.72.184;2023-11-21 03:37:32.012077;-20.482789110;-43.916787481
172.23.72.184;2023-11-21 03:37:36.863994;-20.482810169;-43.916814968
172.23.72.184;2023-11-21 03:37:44.234713;Erro;Erro;
172.23.72.184;2023-11-21 03:37:48.323911;Erro;Erro;
172.23.72.184;2023-11-21 03:37:57.220710;-20.482899023;-43.916974803
172.23.72.184;2023-11-21 03:38:02.641981;Erro;Erro;
172.23.72.184;2023-11-21 03:38:11.867560;-20.482983785;-43.917086726
172.23.72.184;2023-11-21 03:38:32.222519;-20.483158225;-43.917115417
172.23.72.184;2023-11-21 03:38:47.157058;-20.483176064;-43.917138857
172.23.72.184;2023-11-21 03:41:17.215893;Erro;Erro;
172.23.72.184;2023-11-21 03:41:31.544148;Erro;Erro;
172.23.72.184;2023-11-21 03:41:52.020176;Erro;Erro;
172.23.72.184;2023-11-21 03:42:06.356149;Erro;Erro;
172.23.72.184;2023-11-21 03:42:26.843938;Erro;Erro;
172.23.72.184;2023-11-21 03:42:41.168236;Erro;Erro;
172.23.72.184;2023-11-21 03:43:01.663905;Erro;Erro;
172.23.72.184;2023-11-21 03:43:15.992154;Erro;Erro;
172.23.72.184;2023-11-21 03:43:36.464219;Erro;Erro;
172.23.72.184;2023-11-21 03:43:50.801082;Erro;Erro;
172.23.72.184;2023-11-21 03:44:11.280225;Erro;Erro;
172.23.72.184;2023-11-21 03:44:23.595938;Erro;Erro;
172.23.72.184;2023-11-21 03:44:46.103972;Erro;Erro;
172.23.72.184;2023-11-21 03:45:00.432273;Erro;Erro;
172.23.72.184;2023-11-21 03:45:20.916171;Erro;Erro;
172.23.72.184;2023-11-21 03:45:33.215980;Erro;Erro;
172.23.72.184;2023-11-21 03:45:55.736195;Erro;Erro;
172.23.72.184;2023-11-21 03:46:08.027913;Erro;Erro;
172.23.72.184;2023-11-21 03:46:30.544233;Erro;Erro;
172.23.72.184;2023-11-21 03:46:42.847909;Erro;Erro;
172.23.72.184;2023-11-21 03:47:03.327909;Erro;Erro;
172.23.72.184;2023-11-21 03:47:17.659917;Erro;Erro;
172.23.72.184;2023-11-21 03:47:40.176233;Erro;Erro;
172.23.72.184;2023-11-21 03:47:52.464225;Erro;Erro;
172.23.72.184;2023-11-21 03:48:12.948181;Erro;Erro;
172.23.72.184;2023-11-21 03:48:27.303770;Erro;Erro;
172.23.72.184;2023-11-21 03:48:47.771937;Erro;Erro;
172.23.72.184;2023-11-21 03:49:02.115905;Erro;Erro;
172.23.72.184;2023-11-21 03:49:22.599934;Erro;Erro;
172.23.72.184;2023-11-21 03:49:36.912278;Erro;Erro;
172.23.72.184;2023-11-21 03:49:57.407912;Erro;Erro;
172.23.72.184;2023-11-21 03:50:11.747906;Erro;Erro;
172.23.72.184;2023-11-21 03:50:32.223897;Erro;Erro;
172.23.72.184;2023-11-21 03:50:46.552165;Erro;Erro;
172.23.72.184;2023-11-21 03:51:07.032162;Erro;Erro;
172.23.72.184;2023-11-21 03:51:21.375808;Erro;Erro;
172.23.72.184;2023-11-21 03:51:41.863918;Erro;Erro;
172.23.72.184;2023-11-21 03:51:56.207767;Erro;Erro;
172.23.72.184;2023-11-21 03:52:16.667928;Erro;Erro;
172.23.72.184;2023-11-21 03:52:30.992228;Erro;Erro;
172.23.72.184;2023-11-21 03:52:51.480159;Erro;Erro;
172.23.72.184;2023-11-21 03:53:05.816146;Erro;Erro;
172.23.72.184;2023-11-21 03:53:26.296171;Erro;Erro;
172.23.72.184;2023-11-21 03:53:38.591939;Erro;Erro;
172.23.72.184;2023-11-21 03:54:01.104226;Erro;Erro;
172.23.72.184;2023-11-21 03:54:13.407910;Erro;Erro;
172.23.72.184;2023-11-21 03:54:35.924169;Erro;Erro;
172.23.72.184;2023-11-21 03:54:50.256246;Erro;Erro;
172.23.72.184;2023-11-21 03:55:08.696204;Erro;Erro;
172.23.72.184;2023-11-21 03:55:23.043941;Erro;Erro;
172.23.72.184;2023-11-21 03:55:45.567902;Erro;Erro;
172.23.72.184;2023-11-21 03:55:57.851925;Erro;Erro;
172.23.72.184;2023-11-21 03:56:18.343892;Erro;Erro;
172.23.72.184;2023-11-21 03:56:32.679900;Erro;Erro;
172.23.72.184;2023-11-21 03:56:53.144159;Erro;Erro;
172.23.72.184;2023-11-21 03:57:07.480164;Erro;Erro;
172.23.72.184;2023-11-21 03:57:27.963913;Erro;Erro;
172.23.72.184;2023-11-21 03:57:42.292230;Erro;Erro;
172.23.72.184;2023-11-21 03:58:02.779928;Erro;Erro;
172.23.72.184;2023-11-21 03:58:17.112164;Erro;Erro;
172.23.72.184;2023-11-21 03:58:37.588167;Erro;Erro;
172.23.72.184;2023-11-21 03:58:51.928167;Erro;Erro;
172.23.72.184;2023-11-21 03:59:12.415893;Erro;Erro;
172.23.72.184;2023-11-21 03:59:26.744129;Erro;Erro;
172.23.72.184;2023-11-21 03:59:47.231932;Erro;Erro;
172.23.72.184;2023-11-21 04:00:01.552227;Erro;Erro;
172.23.72.184;2023-11-21 04:00:22.055924;Erro;Erro;
172.23.72.184;2023-11-21 04:00:34.331885;Erro;Erro;
172.23.72.184;2023-11-21 04:00:56.856168;Erro;Erro;
172.23.72.184;2023-11-21 04:01:09.147911;Erro;Erro;
172.23.72.184;2023-11-21 04:01:31.679906;Erro;Erro;
172.23.72.184;2023-11-21 04:01:43.975935;Erro;Erro;
172.23.72.184;2023-11-21 04:02:06.480206;Erro;Erro;
172.23.72.184;2023-11-21 04:02:18.783906;Erro;Erro;
172.23.72.184;2023-11-21 04:02:41.296220;Erro;Erro;
172.23.72.184;2023-11-21 04:02:53.603962;Erro;Erro;
172.23.72.184;2023-11-21 04:03:16.116173;Erro;Erro;
172.23.72.184;2023-11-21 04:03:28.415903;Erro;Erro;
172.23.72.184;2023-11-21 04:03:50.932168;Erro;Erro;
172.23.72.184;2023-11-21 04:04:03.227998;Erro;Erro;
172.23.72.184;2023-11-21 04:04:25.744235;Erro;Erro;
172.23.72.184;2023-11-21 04:04:38.043926;Erro;Erro;
172.23.72.184;2023-11-21 04:05:00.560265;Erro;Erro;
172.23.72.184;2023-11-21 04:05:12.852166;Erro;Erro;
172.23.72.184;2023-11-21 04:05:35.376242;Erro;Erro;
172.23.72.184;2023-11-21 04:05:47.683925;Erro;Erro;
172.23.72.184;2023-11-21 04:06:10.192223;Erro;Erro;
172.23.72.184;2023-11-21 04:06:22.480209;Erro;Erro;
172.23.72.184;2023-11-21 04:06:42.971939;Erro;Erro;
172.23.72.184;2023-11-21 04:06:57.296222;Erro;Erro;
172.23.72.184;2023-11-21 04:07:17.787938;Erro;Erro;
172.23.72.184;2023-11-21 04:07:32.120160;Erro;Erro;
172.23.72.184;2023-11-21 04:07:52.615917;Erro;Erro;
172.23.72.184;2023-11-21 04:08:06.928217;Erro;Erro;
172.23.72.184;2023-11-21 04:08:27.419933;Erro;Erro;
172.23.72.184;2023-11-21 04:08:41.744240;Erro;Erro;
172.23.72.184;2023-11-21 04:09:02.232162;Erro;Erro;
172.23.72.184;2023-11-21 04:09:16.564206;Erro;Erro;
172.23.72.184;2023-11-21 04:09:37.040210;Erro;Erro;
172.23.72.184;2023-11-21 04:09:51.376197;Erro;Erro;
172.23.72.184;2023-11-21 04:10:11.867935;Erro;Erro;
172.23.72.184;2023-11-21 04:10:24.175897;Erro;Erro;
172.23.72.184;2023-11-21 04:10:46.679979;Erro;Erro;
172.23.72.184;2023-11-21 04:10:58.979887;Erro;Erro;
172.23.72.184;2023-11-21 04:11:21.499933;Erro;Erro;
172.23.72.184;2023-11-21 04:11:33.775881;Erro;Erro;
172.23.72.184;2023-11-21 04:11:56.312192;Erro;Erro;
172.23.72.184;2023-11-21 04:12:08.591905;Erro;Erro;
172.23.72.184;2023-11-21 04:12:31.124174;Erro;Erro;
172.23.72.184;2023-11-21 04:12:43.435932;Erro;Erro;
172.23.72.184;2023-11-21 04:13:05.940170;Erro;Erro;
172.23.72.184;2023-11-21 04:13:18.251941;Erro;Erro;
172.23.72.184;2023-11-21 04:13:40.760168;Erro;Erro;
172.23.72.184;2023-11-21 04:13:53.051903;Erro;Erro;
172.23.72.184;2023-11-21 04:14:15.572171;Erro;Erro;
172.23.72.184;2023-11-21 04:14:27.875880;Erro;Erro;
172.23.72.184;2023-11-21 04:14:50.392162;Erro;Erro;
172.23.72.184;2023-11-21 04:15:02.687920;Erro;Erro;
